显示名	怪物ID	编辑器目录	声音形象	type	名称颜色	头像	存在时间	死亡后复活时间	等级	动画	大小	积分	exp	金钱	金币掉率	技能间隔时间	默认技能	概率型技能	技能概率	第二技能	移动速度	MHP	最小攻击	最大攻击	物防	魔防	回血	命中率	闪避率	暴击率	抵抗暴击	火系抵抗	冰系抵抗	电系抵抗	巡逻半径	视野范围	攻击几率	追击距离	地图	掉落组	掉落几率	任务掉落	任务掉落几率	功能ID	功能参数	功能数据	默认对话																																																																																																																																																																																																																				
裁缝	npc009	新手村NPC	127	5	0	131	0	2000	1	21044	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
铁匠	npc013	新手村NPC	131	5	0	131	0	2000	1	21032	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
守卫鸿亮	npc014	新手村NPC	129	5	0	131	0	2000	1	21023	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
守卫海阳	npc015	新手村NPC	129	5	0	131	0	2000	1	21023	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
钱老板	npc047	新手村NPC	129	5	0	131	0	2000	1	21015	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
新手村传送石	npc037	新手村NPC	129	5	0	131	0	2000	1	21051	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	8	0	0																																																																																																																																																																																																																					
加古城国王	npc018	加古城NPC	129	5	0	131	0	2000	1	21054	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
加古城传送石	npc046	加古城NPC	129	5	0	131	0	2000	1	21051	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	8	0	0																																																																																																																																																																																																																					
加古城大将军	npc048	加古城NPC	129	5	0	131	0	2000	1	21031	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
加古城守卫	npc049	加古城NPC	129	5	0	131	0	2000	1	21023	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
加古城守卫	npc050	加古城NPC	129	5	0	131	0	2000	1	21023	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
加古城守卫	npc051	加古城NPC	129	5	0	131	0	2000	1	21023	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
加古城守卫	npc052	加古城NPC	129	5	0	131	0	2000	1	21023	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
杂货店老板	npc053	加古城NPC	129	5	0	131	0	2000	1	21024	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
服装店老板	npc054	加古城NPC	129	5	0	131	0	2000	1	21033	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
首饰店老板	npc055	加古城NPC	129	5	0	131	0	2000	1	21025	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
药店老板	npc056	加古城NPC	129	5	0	131	0	2000	1	21053	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	14	加古城药品商人,yaodian	0																																																																																																																																																																																																																					
礼包管理员	npc057	加古城NPC	129	5	0	131	0	2000	1	21042	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
侍卫	npc058	加古城NPC	129	5	0	131	0	2000	1	21017	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
侍卫	npc059	加古城NPC	129	5	0	131	0	2000	1	21017	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
士兵凌晨	npc017	僵尸洞NPC	129	5	0	131	0	2000	1	21041	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	108		0	0	0	0	0	0																																																																																																																																																																																																																					
受伤的士兵	npc021	僵尸洞NPC	129	5	0	131	0	2000	1	21041	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	109		0	0	0	0	0	0																																																																																																																																																																																																																					
大将军	npc022	僵尸洞NPC	129	5	0	131	0	2000	1	21038	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	109		0	0	0	0	0	0																																																																																																																																																																																																																					
感染的士兵	npc023	僵尸洞NPC	129	5	0	131	0	2000	1	21005	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	109		0	0	0	0	0	0																																																																																																																																																																																																																					
游僧	npc065	僵尸洞一层NPC	129	5	0	131	0	2000	1	21021	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	108		0	0	0	0	0	0																																																																																																																																																																																																																					
矿洞守望者	npc019	僵尸洞一层NPC	129	5	0	131	0	2000	1	21034	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	108		0	0	0	0	0	0																																																																																																																																																																																																																					
走失的孩子	npc020	僵尸洞一层NPC	129	5	0	131	0	2000	1	21026	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	108		0	0	0	0	0	0																																																																																																																																																																																																																					
伪装的守卫	npc070	沙盟北部NPC	129	5	0	131	0	2000	1	13	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	17		0	0	0	0	0	0																																																																																																																																																																																																																					
镖局守卫	npc071	沙盟北部NPC	129	5	0	131	0	2000	1	21009	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	17		0	0	0	0	0	0																																																																																																																																																																																																																					
威远镖头	npc072	沙盟北部NPC	129	5	0	131	0	2000	1	21032	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	17		0	0	0	0	0	0																																																																																																																																																																																																																					
受伤的镖师	npc073	沙盟北部NPC	129	5	0	131	0	2000	1	21041	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	17		0	0	0	0	0	0																																																																																																																																																																																																																					
守卫军官	npc074	沙盟北部NPC	129	5	0	131	0	2000	1	21038	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	17		0	0	0	0	0	0																																																																																																																																																																																																																					
守卫士兵	npc075	沙盟北部NPC	129	5	0	131	0	2000	1	21016	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	17		0	0	0	0	0	0																																																																																																																																																																																																																					
沙盟北部传送石	npc043	沙盟北部NPC	129	5	0	131	0	2000	1	21051	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	17		0	0	0	8	0	0																																																																																																																																																																																																																					
守墓人	npc024	石墓一层NPC	129	5	0	131	0	2000	1	21027	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0			0	0	0	0	0	0																																																																																																																																																																																																																					
看守队长	npc025	石墓一层NPC	129	5	0	131	0	2000	1	21016	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	111		0	0	0	0	0	0																																																																																																																																																																																																																					
伪装的士兵	npc026	石墓一层NPC	129	5	0	131	0	2000	1	21048	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	112		0	0	0	0	0	0																																																																																																																																																																																																																					
石墓守卫军	npc027	石墓二层NPC	129	5	0	131	0	2000	1	21039	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	112		0	0	0	0	0	0																																																																																																																																																																																																																					
石墓老人	npc028	石墓二层NPC	129	5	0	131	0	2000	1	21008	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	113		0	0	0	0	0	0																																																																																																																																																																																																																					
俞道人	npc029	石墓二层NPC	129	5	0	131	0	2000	1	21021	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	113		0	0	0	0	0	0																																																																																																																																																																																																																					
陪戎副尉	npc077	石墓二层NPC	129	5	0	131	0	2000	1	21038	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
沙盟传送石	npc039	沙盟NPC	129	5	0	131	0	2000	1	21051	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	8	0	0																																																																																																																																																																																																																					
国王	npc040	沙盟NPC	129	5	0	131	0	2000	1	21018	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	0	0	0																																																																																																																																																																																																																					
火堆	npc042	沙盟NPC	129	5	0	131	0	2000	1	21052	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	0	0	0																																																																																																																																																																																																																					
杂货铺旗帜	npc045	沙盟NPC	129	5	0	131	0	2000	1	23002	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	0	0	0																																																																																																																																																																																																																					
药店老板	npc060	沙盟NPC	129	5	0	131	0	2000	1	21025	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	14	沙盟药品商人,yaodian	0																																																																																																																																																																																																																					
武器店老板	npc061	沙盟NPC	129	5	0	131	0	2000	1	21039	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	14	沙盟武器店商人,wuqidian	0																																																																																																																																																																																																																					
服装店老板	npc062	沙盟NPC	129	5	0	131	0	2000	1	21033	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	14	沙盟服装店商人,fuzhuangdian	0																																																																																																																																																																																																																					
首饰店老板	npc063	沙盟NPC	129	5	0	131	0	2000	1	21025	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	14	沙盟首饰店商人,shoushidian	0																																																																																																																																																																																																																					
杂货店老板	npc064	沙盟NPC	129	5	0	131	0	2000	1	21029	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	14	沙盟杂货店商人,zahuodian	0																																																																																																																																																																																																																					
降妖除魔	npc066	沙盟NPC	129	5	0	131	0	2000	1	21049	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	0	0	0																																																																																																																																																																																																																					
玛雅守卫	npc067	沙盟NPC	129	5	0	131	0	2000	1	21010	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	0	0	0																																																																																																																																																																																																																					
试练官	npc068	沙盟NPC	129	5	0	131	0	2000	1	21027	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	17	206,shilianMove,21016,1	0	 我是试练副本员，从我这里可以进入试练之地，需求道具：<green>试练凭证X1</green>																																																																																																																																																																																																																				
合成大师	npc069	沙盟NPC	129	5	0	131	0	2000	1	21014	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	13		0	0	0	0	0	0																																																																																																																																																																																																																					
沙盟统帅	npc076	沙盟NPC	129	5	0	131	0	2000	1	21031	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
沙盟老兵	npc081	沙盟NPC	129	5	0	131	0	2000	1	21031	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
大刀守卫	npc030	月藏岛NPC	129	5	0	131	0	2000	1	21009	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	0	0	0																																																																																																																																																																																																																					
大刀守卫	npc031	月藏岛NPC	129	5	0	131	0	2000	1	21009	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	0	0	0																																																																																																																																																																																																																					
大刀守卫	npc032	月藏岛NPC	129	5	0	131	0	2000	1	21009	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	0	0	0																																																																																																																																																																																																																					
大刀守卫	npc033	月藏岛NPC	129	5	0	131	0	2000	1	21009	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	0	0	0																																																																																																																																																																																																																					
皇室贵人	npc034	月藏岛NPC	129	5	0	131	0	2000	1	21036	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	0	0	0																																																																																																																																																																																																																					
阳正天	npc035	月藏岛NPC	129	5	0	131	0	2000	1	21040	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	0	0	0																																																																																																																																																																																																																					
月藏岛传送石	npc038	月藏岛NPC	129	5	0	131	0	2000	1	21051	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	12		0	0	0	8	0	0																																																																																																																																																																																																																					
范姜	npc036	牛魔洞一层NPC	129	5	0	131	0	2000	1	21034	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	117		0	0	0	0	0	0																																																																																																																																																																																																																					
沙巴克管家	npc041	沙巴克NPC	129	5	0	131	0	2000	1	21054	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	14		0	0	0	11	沙巴克管家	0																																																																																																																																																																																																																					
蛮荒之地传送石	npc044	蛮荒之地NPC	129	5	0	131	0	2000	1	21051	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	17		0	0	0	8	0	0																																																																																																																																																																																																																					
传送使者	npc079	劫杀圣地NPC	129	5	0	131	0	2000	1	21055	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	17	210,jieshagongdian1Move,bindmoney,100	0	我是劫杀圣地传送使者，从我这里可以传送至劫杀宫殿，需求道具：<green>礼券X100</green>																																																																																																																																																																																																																				
传送使者	npc080	劫杀圣地NPC	129	5	0	131	0	2000	1	21055	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	17	211,jieshagongdian2Move,bindmoney,100	0	我是劫杀圣地传送使者，从我这里可以传送至劫杀宫殿，需求道具：<green>礼券X100</green>																																																																																																																																																																																																																				
李员外	npc010		128	5	0	131	0	2000	1	21042	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0			0	0	0	0	0	0																																																																																																																																																																																																																					
大刀守卫	npc011		129	5	0	131	0	2000	1	21038	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0			0	0	0	0	0	0																																																																																																																																																																																																																					
流浪汉	npc012		130	5	0	131	0	2000	1	21020	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0			0	0	0	0	0	0																																																																																																																																																																																																																					
守卫灵榇	npc016		129	5	0	131	0	2000	1	21038	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0			0	0	0	0	0	0																																																																																																																																																																																																																					
弓箭手守卫	npc078		129	5	0	131	0	2000	1	23001	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	16		0	0	0	0	0	0																																																																																																																																																																																																																					
																																																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																																																			
		 																																																																																																																																																																																																																																																																	
