编号	名称	图标	品质	内观	性别	是否可以批量使用	职业限制	等级限制	物品等级	拾取分类	羽化等级	物品类别	部位	耐久度	出售价格	叠加上限	持有类型	是否可丢弃	是否可销毁	力量需求	悟性需求	身法需求	根骨需求	经脉需求	CD时间	CD类别	掉落模型ID	模型ID	物攻下限	物攻上限	魔攻下限	魔攻上限	道攻下限	道攻上限	物防下限	物防上限	魔防下限	魔防上限	物免	魔免	命中	暴击	闪避	生命值	魔法值	默认值	随机属性组	目标类型	合法对象	使用成功率	附加功能ID	功能参数	功能数据	描述	掉落说明	使用说明	编辑器目录
07028	伏魔靴子	items/17005	3	17005	2	0	4	60	60	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	52	0	0	0	0						
07029	伏魔靴子	items/17005	4	17005	2	0	4	60	60	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	52	0	0	0	0						
07030	仁者靴子	items/17006	0	17006	2	0	1	70	70	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	53	0	0	0	0						
07031	仁者靴子	items/17006	1	17006	2	0	1	70	70	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	53	0	0	0	0						
07032	仁者靴子	items/17006	2	17006	2	0	1	70	70	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	1	0	0	0	0	2	0	0	0	53	0	0	0	0						
07033	仁者靴子	items/17006	3	17006	2	0	1	70	70	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	1	0	0	0	0	2	0	0	0	53	0	0	0	0						
07034	仁者靴子	items/17006	4	17006	2	0	1	70	70	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	9	0	2	0	0	0	0	2	0	0	0	53	0	0	0	0						
07035	虹渊靴子	items/17007	0	17007	2	0	2	70	70	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	53	0	0	0	0						
07036	虹渊靴子	items/17007	1	17007	2	0	2	70	70	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	53	0	0	0	0						
07037	虹渊靴子	items/17007	2	17007	2	0	2	70	70	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	53	0	0	0	0						
07038	虹渊靴子	items/17007	3	17007	2	0	2	70	70	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	5	0	0	0	0	2	0	0	0	53	0	0	0	0						
07039	虹渊靴子	items/17007	4	17007	2	0	2	70	70	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	1	7	0	0	0	0	2	0	0	0	53	0	0	0	0						
07040	紫阳靴子	items/17008	0	17008	2	0	4	70	70	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	53	0	0	0	0						
07041	紫阳靴子	items/17008	1	17008	2	0	4	70	70	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	53	0	0	0	0						
07042	紫阳靴子	items/17008	2	17008	2	0	4	70	70	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	53	0	0	0	0						
07043	紫阳靴子	items/17008	3	17008	2	0	4	70	70	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	53	0	0	0	0						
07044	紫阳靴子	items/17008	4	17008	2	0	4	70	70	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	4	0	0	0	0	2	0	0	0	53	0	0	0	0						
07045	轩辕靴子	items/17009	0	17009	2	0	1	80	80	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	54	0	0	0	0						
07046	轩辕靴子	items/17009	1	17009	2	0	1	80	80	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	54	0	0	0	0						
07047	轩辕靴子	items/17009	2	17009	2	0	1	80	80	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07048	轩辕靴子	items/17009	3	17009	2	0	1	80	80	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07049	轩辕靴子	items/17009	4	17009	2	0	1	80	80	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07050	奥义靴子	items/17010	0	17010	2	0	2	80	80	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07051	奥义靴子	items/17010	1	17010	2	0	2	80	80	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07052	奥义靴子	items/17010	2	17010	2	0	2	80	80	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	54	0	0	0	0						
07053	奥义靴子	items/17010	3	17010	2	0	2	80	80	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	6	0	0	0	0	2	0	0	0	54	0	0	0	0						
07054	奥义靴子	items/17010	4	17010	2	0	2	80	80	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	8	0	0	0	0	2	0	0	0	54	0	0	0	0						
07055	冥火靴子	items/17011	0	17011	2	0	4	80	80	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07056	冥火靴子	items/17011	1	17011	2	0	4	80	80	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07057	冥火靴子	items/17011	2	17011	2	0	4	80	80	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07058	冥火靴子	items/17011	3	17011	2	0	4	80	80	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	4	0	0	0	0	2	0	0	0	54	0	0	0	0						
07059	冥火靴子	items/17011	4	17011	2	0	4	80	80	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	5	0	0	0	0	2	0	0	0	54	0	0	0	0						
07060	虎魄靴子	items/17012	0	17012	2	0	1	90	90	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	54	0	0	0	0						
07061	虎魄靴子	items/17012	1	17012	2	0	1	90	90	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07062	虎魄靴子	items/17012	2	17012	2	0	1	90	90	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07063	虎魄靴子	items/17012	3	17012	2	0	1	90	90	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	11	0	3	0	0	0	0	2	0	0	0	54	0	0	0	0						
07064	虎魄靴子	items/17012	4	17012	2	0	1	90	90	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	14	0	3	0	0	0	0	2	0	0	0	54	0	0	0	0						
07065	诛神靴子	items/17013	0	17013	2	0	2	90	90	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07066	诛神靴子	items/17013	1	17013	2	0	2	90	90	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	54	0	0	0	0						
07067	诛神靴子	items/17013	2	17013	2	0	2	90	90	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	6	0	0	0	0	2	0	0	0	54	0	0	0	0						
07068	诛神靴子	items/17013	3	17013	2	0	2	90	90	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	9	0	0	0	0	2	0	0	0	54	0	0	0	0						
07069	诛神靴子	items/17013	4	17013	2	0	2	90	90	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	1	11	0	0	0	0	2	0	0	0	54	0	0	0	0						
07070	尊云靴子	items/17014	0	17014	2	0	4	90	90	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07071	尊云靴子	items/17014	1	17014	2	0	4	90	90	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07072	尊云靴子	items/17014	2	17014	2	0	4	90	90	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	3	0	0	0	0	2	0	0	0	54	0	0	0	0						
07073	尊云靴子	items/17014	3	17014	2	0	4	90	90	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	5	0	0	0	0	2	0	0	0	54	0	0	0	0						
07074	尊云靴子	items/17014	4	17014	2	0	4	90	90	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	7	0	0	0	0	2	0	0	0	54	0	0	0	0						
07075	弑天靴子	items/17015	0	17015	2	0	1	100	100	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	54	0	0	0	0						
07076	弑天靴子	items/17015	1	17015	2	0	1	100	100	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07077	弑天靴子	items/17015	2	17015	2	0	1	100	100	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07078	弑天靴子	items/17015	3	17015	2	0	1	100	100	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	14	0	3	0	0	0	0	2	0	0	0	54	0	0	0	0						
07079	弑天靴子	items/17015	4	17015	2	0	1	100	100	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	2	18	0	4	0	0	0	0	2	0	0	0	54	0	0	0	0						
07080	妖月靴子	items/17016	0	17016	2	0	2	100	100	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07081	妖月靴子	items/17016	1	17016	2	0	2	100	100	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	54	0	0	0	0						
07082	妖月靴子	items/17016	2	17016	2	0	2	100	100	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	8	0	0	0	0	2	0	0	0	54	0	0	0	0						
07083	妖月靴子	items/17016	3	17016	2	0	2	100	100	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	1	11	0	0	0	0	2	0	0	0	54	0	0	0	0						
07084	妖月靴子	items/17016	4	17016	2	0	2	100	100	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	2	14	0	0	0	0	2	0	0	0	54	0	0	0	0						
07085	寒天靴子	items/17017	0	17017	2	0	4	100	100	1	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	54	0	0	0	0						
07086	寒天靴子	items/17017	1	17017	2	0	4	100	100	2	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	54	0	0	0	0						
07087	寒天靴子	items/17017	2	17017	2	0	4	100	100	3	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	0	54	0	0	0	0						
07088	寒天靴子	items/17017	3	17017	2	0	4	100	100	4	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	6	0	0	0	0	2	0	0	0	54	0	0	0	0						
07089	寒天靴子	items/17017	4	17017	2	0	4	100	100	5	1	1	7	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	9	1	8	0	0	0	0	2	0	0	0	54	0	0	0	0						
#腰带																																																									
06000	钢腰带	items/16100	0	16100	2	0	0	10	10	1	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0						
06001	钢腰带	items/16100	1	16100	2	0	0	10	10	2	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0						
06002	钢腰带	items/16100	2	16100	2	0	0	10	10	3	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0						
06003	钢腰带	items/16100	3	16100	2	0	0	10	10	4	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0						
06004	钢腰带	items/16100	4	16100	2	0	0	10	10	5	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0						
06005	青铜腰带	items/16101	0	16101	2	0	0	30	30	1	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0						
06006	青铜腰带	items/16101	1	16101	2	0	0	30	30	2	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0						
06007	青铜腰带	items/16101	2	16101	2	0	0	30	30	3	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0						
06008	青铜腰带	items/16101	3	16101	2	0	0	30	30	4	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0						
06009	青铜腰带	items/16101	4	16101	2	0	0	30	30	5	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0						
06010	钢铁腰带	items/16102	0	16102	2	0	0	50	50	1	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0						
06011	钢铁腰带	items/16102	1	16102	2	0	0	50	50	2	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0						
06012	钢铁腰带	items/16102	2	16102	2	0	0	50	50	3	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0						
06013	钢铁腰带	items/16102	3	16102	2	0	0	50	50	4	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	4	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0						
06014	钢铁腰带	items/16102	4	16102	2	0	0	50	50	5	0	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	5	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0						
06015	百战腰带	items/16103	0	16103	2	0	1	60	60	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0						
06016	百战腰带	items/16103	1	16103	2	0	1	60	60	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0						
06017	百战腰带	items/16103	2	16103	2	0	1	60	60	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0						
06018	百战腰带	items/16103	3	16103	2	0	1	60	60	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0						
06019	百战腰带	items/16103	4	16103	2	0	1	60	60	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0						
06020	苍羽腰带	items/16104	0	16104	2	0	2	60	60	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0						
06021	苍羽腰带	items/16104	1	16104	2	0	2	60	60	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0						
06022	苍羽腰带	items/16104	2	16104	2	0	2	60	60	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	20	0	0	0	0						
06023	苍羽腰带	items/16104	3	16104	2	0	2	60	60	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	20	0	0	0	0						
06024	苍羽腰带	items/16104	4	16104	2	0	2	60	60	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0						
06025	伏魔腰带	items/16105	0	16105	2	0	4	60	60	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0						
06026	伏魔腰带	items/16105	1	16105	2	0	4	60	60	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0						
06027	伏魔腰带	items/16105	2	16105	2	0	4	60	60	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0						
06028	伏魔腰带	items/16105	3	16105	2	0	4	60	60	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	20	0	0	0	0						
06029	伏魔腰带	items/16105	4	16105	2	0	4	60	60	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	20	0	0	0	0						
06030	仁者腰带	items/16106	0	16106	2	0	1	70	70	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0						
06031	仁者腰带	items/16106	1	16106	2	0	1	70	70	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0						
06032	仁者腰带	items/16106	2	16106	2	0	1	70	70	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0						
06033	仁者腰带	items/16106	3	16106	2	0	1	70	70	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0						
06034	仁者腰带	items/16106	4	16106	2	0	1	70	70	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0						
06035	虹渊腰带	items/16107	0	16107	2	0	2	70	70	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0						
06036	虹渊腰带	items/16107	1	16107	2	0	2	70	70	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0						
06037	虹渊腰带	items/16107	2	16107	2	0	2	70	70	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	21	0	0	0	0						
06038	虹渊腰带	items/16107	3	16107	2	0	2	70	70	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	21	0	0	0	0						
06039	虹渊腰带	items/16107	4	16107	2	0	2	70	70	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	8	0	0	0	0	0	0	0	0	21	0	0	0	0						
06040	紫阳腰带	items/16108	0	16108	2	0	4	70	70	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0						
06041	紫阳腰带	items/16108	1	16108	2	0	4	70	70	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0						
06042	紫阳腰带	items/16108	2	16108	2	0	4	70	70	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0						
06043	紫阳腰带	items/16108	3	16108	2	0	4	70	70	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	21	0	0	0	0						
06044	紫阳腰带	items/16108	4	16108	2	0	4	70	70	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	21	0	0	0	0						
06045	轩辕腰带	items/16109	0	16109	2	0	1	80	80	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0						
06046	轩辕腰带	items/16109	1	16109	2	0	1	80	80	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0						
06047	轩辕腰带	items/16109	2	16109	2	0	1	80	80	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0						
06048	轩辕腰带	items/16109	3	16109	2	0	1	80	80	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	0	0	22	0	0	0	0						
06049	轩辕腰带	items/16109	4	16109	2	0	1	80	80	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	1	12	0	3	0	0	0	0	0	0	0	0	22	0	0	0	0						
06050	奥义腰带	items/16110	0	16110	2	0	2	80	80	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0						
06051	奥义腰带	items/16110	1	16110	2	0	2	80	80	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	22	0	0	0	0						
06052	奥义腰带	items/16110	2	16110	2	0	2	80	80	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	22	0	0	0	0						
06053	奥义腰带	items/16110	3	16110	2	0	2	80	80	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	8	0	0	0	0	0	0	0	0	22	0	0	0	0						
06054	奥义腰带	items/16110	4	16110	2	0	2	80	80	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	22	0	0	0	0						
06055	冥火腰带	items/16111	0	16111	2	0	4	80	80	1	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0						
06056	冥火腰带	items/16111	1	16111	2	0	4	80	80	2	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	22	0	0	0	0						
06057	冥火腰带	items/16111	2	16111	2	0	4	80	80	3	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	22	0	0	0	0						
06058	冥火腰带	items/16111	3	16111	2	0	4	80	80	4	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	22	0	0	0	0						
06059	冥火腰带	items/16111	4	16111	2	0	4	80	80	5	1	1	6	23000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	22	0	0	0	0						
